ac_name,ac_no,type,district,winning_cand,party,totelectors,totvotes,poll_percentage,margin,winning_percentage,
Anna Nagar,21,GEN,Chennai,M.K. Mohan,Dravida Munetra Kazhagam,"2,74,067","1,63,551",59.70%,27445,16.80%,
Virugampakkam,22,GEN,Chennai,Amv.Prabhakara Raja,Dravida Munetra Kazhagam,"2,73,740","1,67,524",61.20%,18367,11.00%,
Saidapet,23,GEN,Chennai,Subramanian. Ma,Dravida Munetra Kazhagam,"2,69,884","1,59,169",59.00%,29295,18.40%,
Thiyagarayanagar,24,GEN,Chennai,Karunanithi J,Dravida Munetra Kazhagam,"2,31,382","1,36,497",59.00%,137,0.10%,
Mylapore,25,GEN,Chennai,Velu.Dha,Dravida Munetra Kazhagam,"2,58,722","1,52,143",58.80%,12633,8.30%,
Velachery,26,GEN,Chennai,Jmh.Aassan Maulaana,Indian National Congress,"3,00,466","1,74,972",58.20%,4352,2.50%,
Shozhinganallur,27,GEN,Kancheepuram,S.Aravindramesh,Dravida Munetra Kazhagam,"6,38,950","3,85,325",60.30%,35405,9.20%,
Alandur,28,GEN,Kancheepuram,T.M.Anbarasan,Dravida Munetra Kazhagam,"3,63,029","2,35,863",65.00%,40571,17.20%,
Sriperumbudur,29,SC,Kancheepuram,Selvaperunthagai,Indian National Congress,"3,27,294","2,62,123",80.10%,10879,4.20%,
Pallavaram,30,GEN,Kancheepuram,Karunanithi,Dravida Munetra Kazhagam,"4,07,266","2,60,066",63.90%,36814,14.20%,
Tambaram,31,GEN,Kancheepuram,Raja.S.R,Dravida Munetra Kazhagam,"3,80,754","2,46,691",64.80%,36824,14.90%,
Chengalpattu,32,GEN,Kancheepuram,Varalakshmi.M,Dravida Munetra Kazhagam,"3,97,706","2,71,012",68.10%,26665,9.80%,
Thiruporur,33,GEN,Kancheepuram,S.S.Balaji,Viduthalai Chiruthaigal Katchi,"2,70,769","2,24,747",83.00%,1947,0.90%,
Cheyyur,34,SC,Kancheepuram,Babu M,Viduthalai Chiruthaigal Katchi,"2,16,506","1,77,979",82.20%,4042,2.30%,
Madurantakam,35,SC,Kancheepuram,Maragatham. K,All India Anna Dravida Munnetra Kazhagam,"2,18,271","1,84,471",84.50%,3570,1.90%,
Uthiramerur,36,GEN,Kancheepuram,Sundar K,Dravida Munetra Kazhagam,"2,47,035","2,09,577",84.80%,1622,0.80%,
Kancheepuram,37,GEN,Kancheepuram,C.V.M.P. Ezhailzrasan,Dravida Munetra Kazhagam,"2,93,532","2,26,893",77.30%,11595,5.10%,
Arakkonam,38,SC,Vellore,S.Ravi,All India Anna Dravida Munnetra Kazhagam,"2,16,909","1,69,756",78.30%,27169,16.00%,
Sholinghur,39,GEN,Vellore,A.M.Munirathinam,Indian National Congress,"2,62,083","2,22,870",85.00%,26698,12.00%,
Katpadi,40,GEN,Vellore,Duraimurugan,Dravida Munetra Kazhagam,"2,38,365","1,84,357",77.30%,746,0.40%,
Ranipet,41,GEN,Vellore,R.Gandhi,Dravida Munetra Kazhagam,"2,54,312","2,05,830",80.90%,16498,8.00%,
Arcot,42,GEN,Vellore,J.L.Eswarappan,Dravida Munetra Kazhagam,"2,51,362","2,07,538",82.60%,19958,9.60%,
Vellore,43,GEN,Vellore,Karthikeyan .P,Dravida Munetra Kazhagam,"2,45,491","1,78,458",72.70%,9181,5.10%,
Anaikattu,44,GEN,Vellore,A.P.Nandakumar,Dravida Munetra Kazhagam,"2,41,068","1,96,014",81.30%,6360,3.20%,
Kilvaithinankuppam,45,SC,Vellore,M.Jagan Moorthy,All India Anna Dravida Munnetra Kazhagam,"2,16,745","1,72,326",79.50%,10582,6.10%,
Gudiyattam,46,SC,Vellore,Amulu.V,Dravida Munetra Kazhagam,"2,72,216","2,09,931",77.10%,6901,3.30%,
Vaniyambadi,47,GEN,Vellore,G.Sendhil Kumar,All India Anna Dravida Munnetra Kazhagam,"2,37,690","1,88,505",79.30%,4904,2.60%,
Ambur,48,GEN,Vellore,Vilwanathan.A.C,Dravida Munetra Kazhagam,"2,25,328","1,76,461",78.30%,20232,11.50%,
Jolarpet,49,GEN,Vellore,Devaraji.K.,Dravida Munetra Kazhagam,"2,31,496","1,95,021",84.20%,1091,0.60%,
Tirupattur,50,GEN,Vellore,A. Nallathambi,Dravida Munetra Kazhagam,"2,29,174","1,84,298",80.40%,28240,15.30%,
Uthangarai,51,SC,Krishnagiri,T.M.Tamilselvam,All India Anna Dravida Munnetra Kazhagam,"2,27,710","1,86,864",82.10%,28387,15.20%,
Bargur,52,GEN,Krishnagiri,Mathiazhagan D,Dravida Munetra Kazhagam,"2,38,180","1,96,277",82.40%,12614,6.40%,
Krishnagiri,53,GEN,Krishnagiri,Ashokkumar.K,All India Anna Dravida Munnetra Kazhagam,"2,56,172","2,09,811",81.90%,794,0.40%,
Veppanahalli,54,GEN,Krishnagiri,K.P.Munusamy,All India Anna Dravida Munnetra Kazhagam,"2,38,757","2,03,479",85.20%,3054,1.50%,
Hosur,55,GEN,Krishnagiri,Prakaash Y,Dravida Munetra Kazhagam,"3,27,242","2,46,122",75.20%,12367,5.00%,
Thalli,56,GEN,Krishnagiri,Ramachandran.T,Communist Party Of India,"2,42,107","1,92,056",79.30%,56226,29.30%,
Palacode,57,GEN,Dharmapuri,Anbalagan.K.P.,All India Anna Dravida Munnetra Kazhagam,"2,26,980","2,05,244",90.40%,28100,13.70%,
Pennagaram,58,GEN,Dharmapuri,Mani. G.K,Pattali Makkal Katchi,"2,37,160","2,08,546",87.90%,21186,10.20%,
Dharmapuri,59,GEN,Dharmapuri,Venkateshwaran.S.P.,Pattali Makkal Katchi,"2,56,946","2,15,607",83.90%,26860,12.50%,
Pappireddipatti,60,GEN,Dharmapuri,Govindasamy.A,All India Anna Dravida Munnetra Kazhagam,"2,53,899","2,19,656",86.50%,36943,16.80%,
Harur,61,SC,Dharmapuri,Sampathkumar.V,All India Anna Dravida Munnetra Kazhagam,"2,36,142","1,96,316",83.10%,30362,15.50%,
Chengam,62,SC,Tiruvannamalai,Giri.M.P,Dravida Munetra Kazhagam,"2,63,132","2,22,865",84.70%,11570,5.20%,
Tiruvannamalai,63,GEN,Tiruvannamalai,E V Velu,Dravida Munetra Kazhagam,"2,74,359","2,06,642",75.30%,94673,45.80%,
Kilpennathur,64,GEN,Tiruvannamalai,K.Pitchandi,Dravida Munetra Kazhagam,"2,44,367","2,02,925",83.00%,26787,13.20%,
Kalasapakkam,65,GEN,Tiruvannamalai,Saravanan.P.S.T,Dravida Munetra Kazhagam,"2,31,257","1,94,841",84.30%,9222,4.70%,
Polur,66,GEN,Tiruvannamalai,Agri Krishnamurthy. S S,All India Anna Dravida Munnetra Kazhagam,"2,36,936","2,00,868",84.80%,9725,4.80%,
Arani,67,GEN,Tiruvannamalai,S.Ramachandran,All India Anna Dravida Munnetra Kazhagam,"2,64,335","2,19,732",83.10%,3128,1.40%,
Cheyyar,68,GEN,Tiruvannamalai,Jothi. O,Dravida Munetra Kazhagam,"2,49,307","2,12,565",85.30%,12271,5.80%,
Vandavasi,69,SC,Tiruvannamalai,Ambethkumar S,Dravida Munetra Kazhagam,"2,30,358","1,84,205",80.00%,35953,19.50%,
Gingee,70,GEN,Viluppuram,Masthan K S,Dravida Munetra Kazhagam,"2,53,786","2,04,601",80.60%,35803,17.50%,
Mailam,71,GEN,Viluppuram,Sivakumar C,Pattali Makkal Katchi,"2,14,350","1,76,105",82.20%,2230,1.30%,
Tindivanam,72,SC,Viluppuram,Arjunan P,All India Anna Dravida Munnetra Kazhagam,"2,21,033","1,81,015",81.90%,9753,5.40%,
Vanur,73,SC,Viluppuram,Chakrapani M,All India Anna Dravida Munnetra Kazhagam,"2,20,185","1,80,845",82.10%,21727,12.00%,
Villupuram,74,GEN,Viluppuram,Lakshmanan R,Dravida Munetra Kazhagam,"2,49,865","2,03,890",81.60%,14868,7.30%,
Vikravandi,75,GEN,Viluppuram,Pugazhenthi N,Dravida Munetra Kazhagam,"2,23,362","1,92,495",86.20%,9573,5.00%,
Tirukkoyilur,76,GEN,Viluppuram,K.Ponmudy,Dravida Munetra Kazhagam,"2,46,907","1,94,178",78.60%,59680,30.70%,
Ulundurpettai,77,GEN,Viluppuram,Manikannan A J,Dravida Munetra Kazhagam,"2,82,798","2,42,573",85.80%,5256,2.20%,
Rishivandiyam,78,GEN,Viluppuram,Karthikeyan K,Dravida Munetra Kazhagam,"2,54,340","2,12,686",83.60%,41728,19.60%,
Sankarapuram,79,GEN,Viluppuram,Udhayasuriyan T,Dravida Munetra Kazhagam,"2,56,349","2,14,849",83.80%,45963,21.40%,
Kallakurichi,80,SC,Viluppuram,Senthilkumar.M,All India Anna Dravida Munnetra Kazhagam,"2,72,974","2,24,601",82.30%,25891,11.50%,
Gangavalli,81,SC,Salem,"Nallathambi,a.",All India Anna Dravida Munnetra Kazhagam,"2,28,181","1,85,252",81.20%,7361,4.00%,
Attur,82,SC,Salem,"Jayasankaran, A.P.",All India Anna Dravida Munnetra Kazhagam,"2,43,631","1,97,909",81.20%,8257,4.20%,
Yercaud,83,ST,Salem,G. Chitra,All India Anna Dravida Munnetra Kazhagam,"2,73,284","2,36,945",86.70%,25955,11.00%,
Omalur,84,GEN,Salem,R.Mani,All India Anna Dravida Munnetra Kazhagam,"2,82,810","2,47,427",87.50%,55294,22.30%,
Mettur,85,GEN,Salem,Sadhasivam.S,Pattali Makkal Katchi,"2,74,547","2,16,195",78.70%,656,0.30%,
Edappadi,86,GEN,Salem,Edappadi Palaniswami. K,All India Anna Dravida Munnetra Kazhagam,"2,74,079","2,46,192",89.80%,93802,38.10%,
Sankari,87,GEN,Salem,"Sundararajan, S.",All India Anna Dravida Munnetra Kazhagam,"2,63,382","2,30,778",87.60%,20045,8.70%,
Salem (West),88,GEN,Salem,Arul. R,Pattali Makkal Katchi,"2,86,676","2,14,945",75.00%,21499,10.00%,
Salem (North),89,GEN,Salem,R. Rajendran,Dravida Munetra Kazhagam,"2,66,004","2,00,837",75.50%,7588,3.80%,
Salem (South),90,GEN,Salem,E.Balasubramanian,All India Anna Dravida Munnetra Kazhagam,"2,53,910","1,98,122",78.00%,22609,11.40%,
Veerapandi,91,GEN,Salem,"Rajamuthu, M.",All India Anna Dravida Munnetra Kazhagam,"2,48,943","2,22,293",89.30%,19895,8.90%,
Rasipuram,92,SC,Namakkal,Mathiventhan M,Dravida Munetra Kazhagam,"2,29,784","1,94,794",84.80%,1952,1.00%,
Senthamangalam,93,ST,Namakkal,Ponnusamy K,Dravida Munetra Kazhagam,"2,35,223","1,97,177",83.80%,10493,5.30%,
Namakkal,94,GEN,Namakkal,Ramalingam P,Dravida Munetra Kazhagam,"2,48,958","2,05,474",82.50%,27861,13.60%,
Paramathi-Velur,95,GEN,Namakkal,Sekar S,All India Anna Dravida Munnetra Kazhagam,"2,13,768","1,82,733",85.50%,7662,4.20%,
Tiruchengodu,96,GEN,Namakkal,Eswaran E R,Dravida Munetra Kazhagam,"2,22,373","1,83,151",82.40%,2862,1.60%,
Kumarapalayam,97,GEN,Namakkal,Thangamani.P,All India Anna Dravida Munnetra Kazhagam,"2,43,526","2,00,583",82.40%,31646,15.80%,
Erode (East),98,GEN,Erode,"Thirumahan Everaa,e.",Indian National Congress,"2,18,783","1,50,491",68.80%,8904,5.90%,
Erode (West),99,GEN,Erode,Muthusamy S,Dravida Munetra Kazhagam,"2,72,477","2,03,611",74.70%,22089,10.80%,
Modakkurichi,100,GEN,Erode,Saraswathi.C,Bharatiya Janta Party,"2,29,956","1,79,515",78.10%,281,0.20%,
Dharapuram,101,SC,Erode,Kayalvizhi N,Dravida Munetra Kazhagam,"2,51,040","1,92,088",76.50%,1393,0.70%,
Kangayam,102,GEN,Erode,Saminathan.M.P,Dravida Munetra Kazhagam,"2,46,360","1,98,791",80.70%,7331,3.70%,
Perundurai,103,GEN,Erode,"Jayakumar, S.",All India Anna Dravida Munnetra Kazhagam,"2,17,923","1,88,654",86.60%,14507,7.70%,
Bhavani,104,GEN,Erode,Karuppanan.K.C,All India Anna Dravida Munnetra Kazhagam,"2,34,551","1,99,306",85.00%,22523,11.30%,
Anthiyur,105,GEN,Erode,Venkatachalam.A.G,Dravida Munetra Kazhagam,"2,13,651","1,75,358",82.10%,1275,0.70%,
Gobichettipalayam,106,GEN,Erode,Sengottaiyan K.A,All India Anna Dravida Munnetra Kazhagam,"2,47,467","2,12,974",86.10%,28563,13.40%,
Bhavanisagar,107,SC,Erode,A.Bannari,All India Anna Dravida Munnetra Kazhagam,"2,48,797","1,98,562",79.80%,16008,8.10%,
Udhagamandalam,108,GEN,The Nilgiris,"Ganesh, R.",Indian National Congress,"2,01,429","1,39,726",69.40%,5348,3.80%,
Gudalur,109,SC,The Nilgiris,Pon.Jayaseelan,All India Anna Dravida Munnetra Kazhagam,"1,82,352","1,37,240",75.30%,1945,1.40%,
Coonoor,110,GEN,The Nilgiris,"Ramachandran, K.",Dravida Munetra Kazhagam,"1,86,493","1,34,720",72.20%,4105,3.00%,
Mettuppalayam,111,GEN,Coimbatore,Selvaraj A K,All India Anna Dravida Munnetra Kazhagam,"2,80,968","2,22,350",79.10%,2456,1.10%,
Avanashi,112,SC,Coimbatore,"Dhanapal, P",All India Anna Dravida Munnetra Kazhagam,"2,65,952","2,10,255",79.10%,50902,24.20%,
Tiruppur (North),113,GEN,Coimbatore,Vijeyakumar.K.N,All India Anna Dravida Munnetra Kazhagam,"3,54,414","2,35,930",66.60%,40102,17.00%,
Tiruppur (South),114,GEN,Coimbatore,Selvaraj. K.,Dravida Munetra Kazhagam,"2,61,872","1,73,276",66.20%,4709,2.70%,
Palladam,115,GEN,Coimbatore,Anandan M S M,All India Anna Dravida Munnetra Kazhagam,"3,62,477","2,59,709",71.60%,32691,12.60%,
Sulur,116,GEN,Coimbatore,Kandasamy V.P.,All India Anna Dravida Munnetra Kazhagam,"2,95,216","2,39,043",81.00%,31932,13.40%,
Kavundampalayam,117,GEN,Coimbatore,G.Arunkumar,All India Anna Dravida Munnetra Kazhagam,"4,29,273","3,07,026",71.50%,9776,3.20%,
Coimbatore (North),118,GEN,Coimbatore,Amman K.Arjunan,All India Anna Dravida Munnetra Kazhagam,"3,18,780","2,01,098",63.10%,4001,2.00%,
Thondamuthur,119,GEN,Coimbatore,S.P. Velumani,All India Anna Dravida Munnetra Kazhagam,"3,08,153","2,28,896",74.30%,41630,18.20%,
Coimbatore (South),120,GEN,Coimbatore,Vanathi Srinivasan,Bharatiya Janta Party,"2,44,922","1,53,864",62.80%,1728,1.10%,
Singanallur,121,GEN,Coimbatore,"Jayaram, K.R",All India Anna Dravida Munnetra Kazhagam,"3,08,023","2,00,589",65.10%,10854,5.40%,
Kinathukadavu,122,GEN,Coimbatore,Damodaran.S,All India Anna Dravida Munnetra Kazhagam,"3,00,959","2,30,158",76.50%,1095,0.50%,
Pollachi,123,GEN,Coimbatore,Pollachi V. Jayaraman,All India Anna Dravida Munnetra Kazhagam,"2,18,199","1,75,762",80.60%,1725,1.00%,
Valparai,124,SC,Coimbatore,Amulkandasami T K,All India Anna Dravida Munnetra Kazhagam,"1,98,211","1,43,757",72.50%,12223,8.50%,
Udumalaipettai,125,GEN,Coimbatore,"Radhakrishnan,k.",All India Anna Dravida Munnetra Kazhagam,"2,57,707","1,92,880",74.80%,21895,11.40%,
Madathukulam,126,GEN,Coimbatore,C Mahendran,All India Anna Dravida Munnetra Kazhagam,"2,37,102","1,80,854",76.30%,6438,3.60%,
Palani,127,GEN,Dindigul,Senthil Kumar I.P,Dravida Munetra Kazhagam,"2,69,523","2,04,274",75.80%,30056,14.70%,
Oddanchatram,128,GEN,Dindigul,Sakkarapani R,Dravida Munetra Kazhagam,"2,31,804","2,00,299",86.40%,28742,14.30%,
Athoor,129,GEN,Dindigul,Periyasamy I,Dravida Munetra Kazhagam,"2,79,399","2,28,376",81.70%,135571,59.40%,
Nilakkottai,130,SC,Dindigul,S.Thenmozhi,All India Anna Dravida Munnetra Kazhagam,"2,29,621","1,83,545",79.90%,27618,15.00%,
Natham,131,GEN,Dindigul,Natham.R.Viswanathan,All India Anna Dravida Munnetra Kazhagam,"2,69,460","2,23,800",83.10%,11932,5.30%,
Dindigul,132,GEN,Dindigul,Sreenivasan.C,All India Anna Dravida Munnetra Kazhagam,"2,61,916","1,93,311",73.80%,17747,9.20%,
Vedasandur,133,GEN,Dindigul,Gandhirajan S,Dravida Munetra Kazhagam,"2,53,655","2,12,277",83.70%,17553,8.30%,
Aravakurichi,134,GEN,Karur,Elango. R,Dravida Munetra Kazhagam,"2,05,295","1,76,245",85.80%,24816,14.10%,
Karur,135,GEN,Karur,Senthilbalaji V,Dravida Munetra Kazhagam,"2,34,703","2,06,349",87.90%,12448,6.00%,
Krishnarayapuram,136,SC,Karur,Sivagama Sundari.K,Dravida Munetra Kazhagam,"2,05,230","1,79,725",87.60%,31625,17.60%,
Kulithalai,137,GEN,Tiruchirappalli,R.Manickam,Dravida Munetra Kazhagam,"2,17,112","1,96,265",90.40%,23540,12.00%,
Manapparai,138,GEN,Tiruchirappalli,Abdul Samad P,Dravida Munetra Kazhagam,"2,74,874","2,20,739",80.30%,12243,5.50%,
Srirangam,139,GEN,Tiruchirappalli,Palaniyandi.M,Dravida Munetra Kazhagam,"2,96,286","2,37,823",80.30%,19915,8.40%,
Tiruchirappalli (West),140,GEN,Tiruchirappalli,"Nehru, K.N.",Dravida Munetra Kazhagam,"2,60,130","1,80,982",69.60%,85109,47.00%,
Tiruchirappalli (East),141,GEN,Tiruchirappalli,"Inigo Irudayaraj,s.",Dravida Munetra Kazhagam,"2,47,148","1,71,321",69.30%,53797,31.40%,
Thiruverumbur,142,GEN,Tiruchirappalli,Anbil Mahesh Poyyamozhi,Dravida Munetra Kazhagam,"2,83,947","1,95,595",68.90%,49697,25.40%,
Lalgudi,143,GEN,Tiruchirappalli,A.Soundarapandian,Dravida Munetra Kazhagam,"2,10,610","1,73,554",82.40%,16949,9.80%,
Manachanallur,144,GEN,Tiruchirappalli,S. Kathiravan,Dravida Munetra Kazhagam,"2,31,827","1,95,652",84.40%,59618,30.50%,
Musiri,145,GEN,Tiruchirappalli,N. Thiyagarajan,Dravida Munetra Kazhagam,"2,24,014","1,78,614",79.70%,26836,15.00%,
Thuraiyur,146,SC,Tiruchirappalli,S.Stalinkumar,Dravida Munetra Kazhagam,"2,18,430","1,74,282",79.80%,22071,12.70%,
Perambalur,147,SC,Perambalur,"Prabhaharan, M.",Dravida Munetra Kazhagam,"2,89,778","2,38,142",82.20%,31034,13.00%,
Kunnam,148,GEN,Perambalur,"Sivasankar, S.S.",Dravida Munetra Kazhagam,"2,62,924","2,19,126",83.30%,6329,2.90%,
Ariyalur,149,GEN,Perambalur,Chinnappa K,Dravida Munetra Kazhagam,"2,54,281","2,23,839",88.00%,3234,1.40%,
Jayankondam,150,GEN,Perambalur,Kannan Ka So Ka,Dravida Munetra Kazhagam,"2,57,745","2,14,507",83.20%,5452,2.50%,
Tittakudi,151,SC,Cuddalore,"Ganesan, C.V.",Dravida Munetra Kazhagam,"2,13,980","1,67,185",78.10%,21563,12.90%,
Vriddhachalam,152,GEN,Cuddalore,Radhakrishnan,Indian National Congress,"2,42,427","1,95,973",80.80%,862,0.40%,
Neyveli,153,GEN,Cuddalore,Saba.Rajendran,Dravida Munetra Kazhagam,"2,10,354","1,62,959",77.50%,977,0.60%,
Panruti,154,GEN,Cuddalore,Velmurugan.T,Dravida Munetra Kazhagam,"2,37,508","1,95,726",82.40%,4697,2.40%,
Cuddalore,155,GEN,Cuddalore,G.Iyappan,Dravida Munetra Kazhagam,"2,27,937","1,80,765",79.30%,5151,2.80%,
Kurinjipadi,156,GEN,Cuddalore,M.R.K.Panneerselvam,Dravida Munetra Kazhagam,"2,31,741","1,97,569",85.30%,17527,8.90%,
Bhuvanagiri,157,GEN,Cuddalore,Arunmozhithevan. A,All India Anna Dravida Munnetra Kazhagam,"2,44,178","1,96,107",80.30%,8259,4.20%,
Chidambaram,158,GEN,Cuddalore,K.A. Pandian,All India Anna Dravida Munnetra Kazhagam,"2,39,757","1,82,150",76.00%,16937,9.30%,
Kattumannarkoil,159,SC,Cuddalore,Sinthanai Selvan,Viduthalai Chiruthaigal Katchi,"2,21,278","1,74,913",79.00%,10565,6.00%,
Sirkazhi,160,SC,Nagapattinam,Panneerselvam,Dravida Munetra Kazhagam,"2,39,251","1,90,348",79.60%,12148,6.40%,
Mayiladuthurai,161,GEN,Nagapattinam,Rajakumar.S,Indian National Congress,"2,35,653","1,73,573",73.70%,2742,1.60%,
Poompuhar,162,GEN,Nagapattinam,Nivedha M. Murugan,Dravida Munetra Kazhagam,"2,60,928","2,07,105",79.40%,3299,1.60%,
Nagapattinam,163,GEN,Nagapattinam,J. Mohamed Shanavas,Viduthalai Chiruthaigal Katchi,"1,89,926","1,42,665",75.10%,7238,5.10%,
Kilvelur,164,SC,Nagapattinam,Nagaimaali V P,Communist Party Of India (Marxist),"1,70,064","1,42,098",83.60%,16985,12.00%,
Vedaranyam,165,GEN,Nagapattinam,O.S.Manian,All India Anna Dravida Munnetra Kazhagam,"1,84,292","1,57,387",85.40%,12329,7.80%,
Thiruthuraipoondi,166,SC,Thiruvarur,Marimuthu K,Communist Party Of India,"2,30,016","1,84,573",80.20%,30068,16.30%,
Mannargudi,167,GEN,Thiruvarur,Rajaa T R B,Dravida Munetra Kazhagam,"2,49,307","1,92,269",77.10%,37393,19.40%,
Thiruvarur,168,GEN,Thiruvarur,Kalaivanan Poondi K.,Dravida Munetra Kazhagam,"2,69,259","2,06,637",76.70%,51174,24.80%,
Nannilam,169,GEN,Thiruvarur,Kamaraj R,All India Anna Dravida Munnetra Kazhagam,"2,60,052","2,20,754",84.90%,4424,2.00%,
Thiruvidaimarudur,170,SC,Thanjavur,"Chezhiaan, Govi.",Dravida Munetra Kazhagam,"2,43,754","1,97,206",80.90%,10680,5.40%,
Kumbakonam,171,GEN,Thanjavur,"Anbalagan, G.",Dravida Munetra Kazhagam,"2,58,243","1,95,916",75.90%,21383,10.90%,
Papanasam,172,GEN,Thanjavur,"Dr.Jawahirullah, M.H.",Dravida Munetra Kazhagam,"2,46,963","1,95,778",79.30%,16273,8.30%,
Thiruvaiyaru,173,GEN,Thanjavur,Durai.Chandrasekaran,Dravida Munetra Kazhagam,"2,57,341","2,10,250",81.70%,53650,25.50%,
Thanjavur,174,GEN,Thanjavur,"Neelamegam, T.K.G.",Dravida Munetra Kazhagam,"2,77,373","1,92,921",69.60%,47149,24.40%,
Orathanadu,175,GEN,Thanjavur,"Vaithilingam, R.",All India Anna Dravida Munnetra Kazhagam,"2,31,555","1,90,973",82.50%,28835,15.10%,
Pattukkottai,176,GEN,Thanjavur,"Annadurai, K.",Dravida Munetra Kazhagam,"2,33,674","1,76,174",75.40%,25269,14.30%,
Peravurani,177,GEN,Thanjavur,"Ashokkumar, N.",Dravida Munetra Kazhagam,"2,11,705","1,70,080",80.30%,23503,13.80%,
Gandarvakkottai,178,SC,Pudukkottai,M.Chinnadurai,Communist Party Of India (Marxist),"1,91,615","1,56,230",81.50%,12721,8.10%,
Viralimalai,179,GEN,Pudukkottai,Vijaya Basker C,All India Anna Dravida Munnetra Kazhagam,"2,13,462","1,93,038",90.40%,23598,12.20%,
Pudukkottai,180,GEN,Pudukkottai,V . Muthuraja,Dravida Munetra Kazhagam,"2,29,689","1,79,288",78.10%,13001,7.30%,
Thirumayam,181,GEN,Pudukkottai,S.Regupathy,Dravida Munetra Kazhagam,"2,15,471","1,73,462",80.50%,1382,0.80%,
Alangudi,182,GEN,Pudukkottai,Siva.V.Meyyanathan,Dravida Munetra Kazhagam,"2,03,445","1,71,140",84.10%,25847,15.10%,
Aranthangi,183,GEN,Pudukkottai,Ramachandran T,Indian National Congress,"2,22,766","1,67,524",75.20%,30893,18.40%,
Karaikudi,184,GEN,Sivaganga,S.Mangudi,Indian National Congress,"3,01,096","2,11,107",70.10%,21589,10.20%,
Tiruppattur,185,GEN,Sivaganga,Kr.Periyakaruppan,Dravida Munetra Kazhagam,"2,81,221","2,09,913",74.60%,37374,17.80%,
Sivaganga,186,GEN,Sivaganga,Pr. Senthilnathan,All India Anna Dravida Munnetra Kazhagam,"2,86,529","2,00,774",70.10%,11253,5.60%,
Manamadurai,187,SC,Sivaganga,Tamilarasi A.,Dravida Munetra Kazhagam,"2,64,191","2,01,728",76.40%,14091,7.00%,
Melur,188,GEN,Madurai,Periyapullan @ Selvam P.,All India Anna Dravida Munnetra Kazhagam,"2,39,856","1,81,898",75.80%,35162,19.30%,
Madurai East,189,GEN,Madurai,Moorthy P,Dravida Munetra Kazhagam,"3,07,184","2,35,948",76.80%,49604,21.00%,
