ac_name,ac_no,type,winning_cand,party,totelectors,totvotes,poll_percentage,margin,winning_percentage,
Royapuram,1,GEN,Jayakumar.D,All India Anna Dravida Munnetra Kazhagam,"1,56,528","78,338",50.05,13712,17.50%,
Harbour,2,GEN,Anbazhagan.K,Dravida Munetra Kazhagam,"1,29,157","51,563",39.92,336,0.70%,
Dr. Radhakrishnan Nagar,3,GEN,Sekar Babu.P.K,All India Anna Dravida Munnetra Kazhagam,"2,72,666","1,28,175",47.01,27332,21.30%,
Park Town,4,GEN,Vinayakamurthi S.G,Tamil Maanila Congress (MOOPANAR),"1,40,145","64,268",45.86,6377,9.90%,
Perambur,5,SC,Mahendran K.,Communist Party Of India (MARXIST),"2,76,886","1,32,799",47.96,17223,13.00%,
Purasawalkam,6,GEN,Ranganathan B,Dravida Munetra Kazhagam,"3,07,376","1,43,574",46.71,3802,2.60%,
Egmore,7,SC,Parithi.Ellamvazhuthi,Dravida Munetra Kazhagam,"1,55,310","69,590",44.81,86,0.10%,
Anna Nagar,8,GEN,Arcot Veeraswami .N,Dravida Munetra Kazhagam,"3,76,745","1,60,469",42.59,5578,3.50%,
Theagaraya Nagar,9,GEN,Anbazhagan.J,Dravida Munetra Kazhagam,"2,77,999","1,19,216",42.88,2499,2.10%,
Thousand Lights,10,GEN,Stalin M.K.,Dravida Munetra Kazhagam,"2,10,474","95,428",45.34,7274,7.60%,
Chepauk,11,GEN,Karunanidhi M,Dravida Munetra Kazhagam,"1,28,399","57,477",44.76,4834,8.40%,
Triplicane,12,GEN,Hussain.S.A.M.,Dravida Munetra Kazhagam,"1,62,839","70,179",43.1,3676,5.20%,
Mylapore,13,GEN,Lakshmanan.K.N,Bharatiya Janta Party,"2,88,708","1,19,385",41.35,6047,5.10%,
Saidapet,14,GEN,Perumal.V,Dravida Munetra Kazhagam,"2,79,266","1,29,080",46.22,3881,3.00%,
Gummidipundi,15,GEN,Sudarsanam.K.,All India Anna Dravida Munnetra Kazhagam,"2,09,468","1,31,096",62.59,24958,19.00%,
Ponneri,16,SC,Kannan.A.S.,Communist Party Of India,"2,43,530","1,49,148",61.24,27390,18.40%,
Thiruvottiyur,17,GEN,Arumugam.T,All India Anna Dravida Munnetra Kazhagam,"4,32,947","2,07,167",47.85,34041,16.40%,
Villivakkam,18,GEN,Nepoleon .D,Dravida Munetra Kazhagam,"8,19,547","3,41,837",41.71,9230,2.70%,
Alandur,19,GEN,Valarmathi B.,All India Anna Dravida Munnetra Kazhagam,"4,23,174","1,98,708",46.96,12596,6.30%,
Tambaram,20,GEN,Vaidialingam M.A.,Dravida Munetra Kazhagam,"7,76,058","3,22,120",41.51,5431,1.70%,
Tirupporur,21,SC,Kanitha Sampath S,All India Anna Dravida Munnetra Kazhagam,"2,35,443","1,36,750",58.08,24790,18.10%,
Chengalpattu,22,GEN,Arumugam K,Pattali Makkal Katchi,"2,04,010","1,20,628",59.13,5149,4.30%,
Maduranthakam,23,GEN,Vasudevan .P.,All India Anna Dravida Munnetra Kazhagam,"1,81,901","1,12,755",61.99,11694,10.40%,
Acharapakkam,24,SC,Selvaraj.A,Pattali Makkal Katchi,"1,67,541","1,00,793",60.16,15478,15.40%,
Uthiramerur,25,GEN,Somasundaram. V,All India Anna Dravida Munnetra Kazhagam,"1,96,375","1,30,726",66.57,27622,21.10%,
Kancheepuram,26,GEN,Thirunavukkarasu Ss,All India Anna Dravida Munnetra Kazhagam,"2,51,748","1,50,954",59.96,23603,15.60%,
Sriperumbudur,27,SC,Yasodha D,Indian National Congress,"2,22,968","1,41,515",63.47,17193,12.10%,
Poonamallee,28,GEN,Shanmugam S,Pattali Makkal Katchi,"3,06,344","1,65,864",54.14,2316,1.40%,
Tiruvallur,29,GEN,Sudharsanam.D,Tamil Maanila Congress (MOOPANAR),"1,93,411","1,11,789",57.8,19951,17.80%,
Tiruttani,30,GEN,Raviraj G,Pattali Makkal Katchi,"1,73,980","1,17,063",67.29,13874,11.90%,
Pallipet,31,GEN,Narasimhan .P.M,All India Anna Dravida Munnetra Kazhagam,"1,83,742","1,26,049",68.6,28240,22.40%,
Arkonam,32,SC,Bhavani Karunakaran .K,All India Anna Dravida Munnetra Kazhagam,"1,91,523","1,21,695",63.54,20256,16.60%,
Sholinghur,33,GEN,Vilvanathan. R,All India Anna Dravida Munnetra Kazhagam,"1,75,100","1,24,842",71.3,9795,7.80%,
Ranipet,34,GEN,Chandrasekaran M.S.,All India Anna Dravida Munnetra Kazhagam,"2,27,057","1,47,771",65.08,24963,16.90%,
Arcot,35,GEN,Neelakandan P,All India Anna Dravida Munnetra Kazhagam,"1,60,346","1,11,012",69.23,17707,16.00%,
Katpadi,36,GEN,Duraimurugan,Dravida Munetra Kazhagam,"1,93,925","1,29,854",66.96,8002,6.20%,
Gudiyatham,37,GEN,Suryakala C.M.,All India Anna Dravida Munnetra Kazhagam,"1,64,937","1,07,193",64.99,24324,22.70%,
Pernambut,38,SC,Kanagathara (Selvi). C,All India Anna Dravida Munnetra Kazhagam,"1,81,724","1,10,704",60.92,28855,26.10%,
Vaniayambadi,39,GEN,Abdul Latheef. M.,Independent,"1,94,773","1,12,346",57.68,11938,10.60%,
Natrampalli,40,GEN,Natarajan S,Pattali Makkal Katchi,"2,02,275","1,36,940",67.7,12088,8.80%,
Tiruppattur,41,GEN,Raja. T.K.,Pattali Makkal Katchi,"2,08,277","1,29,677",62.26,5761,4.40%,
Chengam,42,SC,Polur Varadhan,Indian National Congress,"1,73,711","1,11,908",64.42,12277,11.00%,
Thandarambattu,43,GEN,Velu,Dravida Munetra Kazhagam,"1,89,344","1,30,181",68.75,4837,3.70%,
Tiruvannamalai,44,GEN,Pitchandi.K.,Dravida Munetra Kazhagam,"2,23,433","1,34,433",60.17,4090,3.00%,
Kalasapakkam,45,GEN,Ramachandran.S,All India Anna Dravida Munnetra Kazhagam,"1,89,131","1,30,721",69.12,28890,22.10%,
Polur,46,GEN,Nalini Manokaran,All India Anna Dravida Munnetra Kazhagam,"1,75,601","1,16,308",66.23,10807,9.30%,
Anaicut,47,GEN,Pandurangan.K,All India Anna Dravida Munnetra Kazhagam,"1,79,523","1,09,150",60.8,21051,19.30%,
Vellore,48,GEN,Gnanasekaran.C,Tamil Maanila Congress (MOOPANAR),"2,12,486","1,15,714",54.46,11124,9.60%,
Arni,49,GEN,Ramachandran.K.,All India Anna Dravida Munnetra Kazhagam,"1,88,770","1,30,386",69.07,13482,10.30%,
Cheyyar,50,GEN,Ulagarakshagan. P.S,Pattali Makkal Katchi,"1,71,299","1,23,026",71.82,12085,9.80%,
Vandavasi,51,SC,Murugavelrajan.K,Pattali Makkal Katchi,"1,79,151","1,13,493",63.35,8871,7.80%,
Peranamallur,52,GEN,Anbalagan.A.K.S,All India Anna Dravida Munnetra Kazhagam,"1,74,454","1,15,358",66.13,8359,7.20%,
Melmalayanur,53,GEN,Tamilmozhi .R.,All India Anna Dravida Munnetra Kazhagam,"1,69,696","1,08,417",63.89,24587,22.70%,
Gingee,54,GEN,Elumalai. V,All India Anna Dravida Munnetra Kazhagam,"1,81,823","1,14,159",62.79,29086,25.50%,
Tindivanam,55,GEN,Shanmugm .C.Ve.,All India Anna Dravida Munnetra Kazhagam,"1,64,200","1,02,968",62.71,12148,11.80%,
Vanur,56,SC,Ganapathy N.,All India Anna Dravida Munnetra Kazhagam,"2,04,268","1,22,958",60.19,21349,17.40%,
Kandamangalam,57,SC,Subramanian.V,All India Anna Dravida Munnetra Kazhagam,"1,89,255","1,20,056",63.44,22628,18.80%,
Villupuram,58,GEN,Ponmudy.K,Dravida Munetra Kazhagam,"2,25,528","1,38,483",61.4,2205,1.60%,
Mugaiyur,59,GEN,Gothandaraman G.,All India Anna Dravida Munnetra Kazhagam,"1,79,691","1,12,079",62.37,10341,9.20%,
Thirunavalur,60,GEN,Gnanamoorthy.K.G.P.,All India Anna Dravida Munnetra Kazhagam,"1,66,402","1,12,609",67.67,14773,13.10%,
Ulundurpet,61,SC,Ramu.N.,All India Anna Dravida Munnetra Kazhagam,"2,13,972","1,33,222",62.26,22754,17.10%,
Nellikuppam,62,GEN,Sampath. M.C.,All India Anna Dravida Munnetra Kazhagam,"1,60,479","1,10,656",68.95,7382,6.70%,
Cuddalore,63,GEN,Pugazhendi .E,Dravida Munetra Kazhagam,"2,12,016","1,19,983",56.59,34,0.00%,
Panruti,64,GEN,Velmurugan .T.,Pattali Makkal Katchi,"1,68,037","1,22,072",72.65,5048,4.10%,
Kurinjipadi,65,GEN,Panneer Selvam M.R.K,Dravida Munetra Kazhagam,"1,94,949","1,17,298",60.17,23863,20.30%,
Bhuvanagiri,66,GEN,Arul .P.S,Independent,"1,73,785","1,10,943",63.84,3764,3.40%,
Kattumannarkoil,67,SC,Vallalperuman. P.,Dravida Munetra Kazhagam,"1,59,810","1,00,140",62.66,16517,16.50%,
Chidambaram,68,GEN,Saravanan Durai K.,Dravida Munetra Kazhagam,"1,67,006","1,03,738",62.12,11915,11.50%,
Vridhachalam,69,GEN,Govindasamy. Dr.R,Pattali Makkal Katchi,"2,02,466","1,37,442",67.88,7128,5.20%,
Mangalore,70,SC,Thirumavalavan. E.R.A,Dravida Munetra Kazhagam,"1,94,908","1,35,016",69.27,1855,1.40%,
Rishivandiam,71,GEN,Sivaraj S.,Tamil Maanila Congress (MOOPANAR),"1,74,987","1,09,080",62.34,25532,23.40%,
Chinnasalem,72,GEN,Mohan .P,All India Anna Dravida Munnetra Kazhagam,"1,83,679","1,17,934",64.21,9112,7.70%,
Sankarapuram,73,GEN,Kasampu.P.,Pattali Makkal Katchi,"1,96,533","1,26,287",64.26,1018,0.80%,
Hosur,74,GEN,Gopinath .K,Indian National Congress,"2,35,967","1,30,220",55.19,6489,5.00%,
Thalli,75,GEN,Murali Dharan.K.V.,Bharatiya Janta Party,"1,68,962","95,895",56.76,6217,6.50%,
